"日期","铜溢价平均","铜现货进口盈亏","利差改变量","库存改变量"
2019-02-25,60,-1252,9.58682693319446e-06,0
2019-02-26,57.5,-1396,0,0
2019-02-27,57.5,-1351,0,0
2019-02-28,56.5,-1389,0,0
2019-03-01,55.5,-1304,0,0.0441954727911216
2019-03-04,55.5,-1219,9.20288626167221e-05,0
2019-03-05,55.5,-1092,0,0
2019-03-06,55.5,-1529,0,0
2019-03-07,53.5,-1084,0,0
2019-03-08,57,-1120,0,0.0441248049089378
2019-03-11,57,-1080,-0.000144757548136809,0
2019-03-12,59,-941,0,0
2019-03-13,59,-1084,0,0
2019-03-14,61,-1268,0,0
2019-03-15,61,-1275,0,0.0474188920999099
2019-03-18,61,-689,-0.00042768442144947,0
2019-03-19,60,-961,0,0
2019-03-20,59,-778,0,0
2019-03-21,56.5,-955,0,0
2019-03-22,56.5,-722,0,0.0270744117649571
2019-03-25,56.5,-576,0.000102622582525136,0
2019-03-26,56.5,-659,0,0
2019-03-27,56.5,-891,0,0
2019-03-28,55.5,-843,0,0
2019-03-29,54,-882,0,0.014913283850718
2019-04-01,54,-820,-4.21986655698703e-05,0
2019-04-02,52.5,-549,0,0
2019-04-03,52.5,-309,0,0
2019-04-04,52.5,-349,0,-0.0249804829684415
2019-04-08,52.5,-227,-0.000580412300887012,0
2019-04-09,52.5,-397,0,0
2019-04-10,52.5,-353,0,0
2019-04-11,52.5,-261,0,0
2019-04-12,52.5,-219,0,0.00839635495290647
2019-04-15,52.5,-445,0.000230286515822797,0
2019-04-16,52.5,-202,0,0
2019-04-17,51.5,-187,0,0
2019-04-18,51.5,-284,0,0
2019-04-23,51.5,-122,4.98884226347585e-05,0.0149380371088661
2019-04-24,51.5,-65,0,0
2019-04-25,50.5,-227,0,0
2019-04-26,50.5,-198,0,-0.025022156175492
2019-04-29,50.5,-341,2.97399909356955e-05,0
2019-04-30,49.5,-417,0,0
2019-05-07,49.5,-96,4.89251574693483e-05,0
2019-05-08,50.5,-39,0,0
2019-05-09,50.5,88,0,0
2019-05-10,51.5,21,0,-0.0222041573110108
2019-05-13,51.5,-4,-0.000233135457072819,0
2019-05-14,48,96,0,0
2019-05-15,48,270,0,0
2019-05-16,48,276,0,0
2019-05-17,48,184,0,-0.0369435151916848
2019-05-20,48,125,-0.000159292511285436,0
2019-05-21,48,112,0,0
2019-05-22,48,291,0,0
2019-05-23,50,316,0,0
2019-05-24,52,222,0,-0.0272496424473752
2019-05-28,52,38,-0.000126684447446124,0
2019-05-29,55.5,72,0,0
2019-05-30,56,218,0,0
2019-05-31,56,152,0,-0.0337110573423116
2019-06-03,56,127,-0.000118061318114648,0
2019-06-04,60.5,97,0,0
2019-06-05,59.5,29,0,0
2019-06-06,59.5,108,0,-0.0211749971364585
2019-06-10,60.5,67,-0.000237124591842885,0
2019-06-11,61,-83,0,0
2019-06-12,61,-7,0,0
2019-06-13,61,9,0,0
2019-06-14,61.5,-61,0,-0.0216330953554262
2019-06-17,61.5,-117,0.000418530139798534,0
2019-06-18,61.5,-73,0,0
2019-06-19,61.5,-200,0,0
2019-06-20,61.5,-157,0,0
2019-06-21,61.5,-235,0,-0.0343815461992452
2019-06-24,61.5,-210,0.000108443684485593,0
2019-06-25,61.5,-150,0,0
2019-06-26,61,-241,0,0
2019-06-27,59.5,-250,0,0
2019-06-28,59.5,-183,0,-0.027113235408561
2019-07-01,59.5,-213,-0.000309047512275562,0
2019-07-02,58.5,-165,0,0
2019-07-03,58.5,-57,0,0
2019-07-04,59.5,-105,0,0
2019-07-05,60,-109,0,-0.0723206615796261
2019-07-08,60,-43,-0.000261133204379149,0
2019-07-09,60,-63,0,0
2019-07-10,60,-66,0,0
2019-07-11,59.5,-162,0,0
2019-07-12,59,-222,0,-0.0323353806429361
2019-07-15,60,-311,-0.000336117348451737,0
2019-07-16,60,-218,0,0
2019-07-17,62.5,-160,0,0
2019-07-18,62.5,-194,0,0
2019-07-19,62.5,-180,0,-0.0358461317731358
2019-07-22,62.5,-308,-0.000297798312050901,0
2019-07-23,62.5,-194,0,0
2019-07-24,62.5,-139,0,0
2019-07-25,62.5,-200,0,0
2019-07-26,60.5,-186,0,-0.0147061473896959
2019-07-29,60.5,-124,0.000289153804458486,0
2019-07-30,61.5,-206,0,0
2019-07-31,61,-203,0,0
2019-08-01,61,-108,0,0
2019-08-02,62.5,118,0,-0.0224728558520586
2019-08-05,66,542,-0.000397728151329879,0
2019-08-06,66.5,120,0,0
2019-08-07,68,155,0,0
2019-08-08,68,17,0,0
2019-08-09,69,17,0,-0.0152674721307884
2019-08-12,69,-1,7.11031168449949e-05,0
2019-08-13,68,37,0,0
2019-08-14,68,-132,0,0
2019-08-15,68,-224,0,0
2019-08-16,68,-31,0,-0.0155041865359653
2019-08-19,68,-16,-0.000343071143539042,0
2019-08-20,68,-42,0,0
2019-08-21,70,77,0,0
2019-08-22,72.5,58,0,0
2019-08-23,71.5,-11,0,-0.0371395469494566
2019-08-27,73,60,0.000368052119566364,0
2019-08-28,73,-125,0,0
2019-08-29,72,-198,0,0
2019-08-30,71.5,-223,0,-0.0301806171499912
2019-09-02,71.5,-116,-0.000567990985079092,0
2019-09-03,73,-24,0,0
2019-09-04,73,0,0,0
2019-09-05,73,-208,0,0
2019-09-06,72,-335,0,-0.063239458135917
2019-09-09,72.5,-172,-6.7294071728341e-06,0
2019-09-10,74,-168,0,0
2019-09-11,74,-60,0,0
2019-09-12,73,36,0,-0.0580315475721851
2019-09-16,73,-64,-0.000483674551272628,0
2019-09-17,72,34,0,0
2019-09-18,72,121,0,0
2019-09-19,80,215,0,0
2019-09-20,80,85,0,-0.0352036351929796
2019-09-23,80,65,6.92480812789498e-05,0
2019-09-24,78,-13,0,0
2019-09-25,77,-75,0,0
2019-09-26,77,-116,0,0
2019-09-27,77,-197,0,0
2019-09-30,77,-112,8.46300321715177e-05,-0.0432679802485154
2019-10-08,77,7,-0.00132605211049608,0
2019-10-09,79,-10,0,0
2019-10-10,80,75,0,0
2019-10-11,80,-28,0,-0.041672696400568
2019-10-14,80,-1,0.00129335499255134,0
2019-10-15,79,-193,0,0
2019-10-16,79,-91,0,0
2019-10-17,80,-14,0,0
2019-10-18,80,35,0,-0.0471956913362748
2019-10-21,80,-166,-0.000150035778044177,0
2019-10-22,80,-259,0,0
2019-10-23,79,-155,0,0
2019-10-24,77,-351,0,0
2019-10-25,75,-481,0,-0.0534478344434128
2019-10-28,74,-401,0.000692285087560585,0
2019-10-29,74,-453,0,0
2019-10-30,73,-461,0,0
2019-10-31,73,-427,0,0
2019-11-01,73,-252,0,-0.0318752085304488
2019-11-04,73,-235,-0.000891405782773802,0
2019-11-05,71,-256,0,0
2019-11-06,71,-291,0,0
2019-11-07,70,-286,0,0
2019-11-08,68,-426,0,-0.0308349197770075
2019-11-11,68,-344,0.000253944070182754,0
2019-11-12,67,-174,0,0
2019-11-13,65,-84,0,0
2019-11-14,65,-22,0,0
2019-11-15,67,-45,0,-0.0713816453908511
2019-11-18,67,-41,-0.000476198043887877,0
2019-11-19,67,87,0,0
2019-11-20,67,-84,0,0
2019-11-21,66,-172,0,0
2019-11-22,66,-89,0,0.0265502320941211
2019-11-25,66,-241,0.000289593911507957,0
2019-11-26,66,-234,0,0
2019-11-27,64,-360,0,0
2019-11-28,64,-407,0,0
2019-11-29,64,-197,0,-0.0310446216819602
2019-12-02,62,-216,0.000588550403922916,0
2019-12-03,61,-214,0,0
2019-12-04,60,-104,0,0
2019-12-05,60,-138,0,0
2019-12-06,59,-170,0,0.0156427770704535
2019-12-09,59,-306,-0.000277883414792512,0
2019-12-10,58,-409,0,0
2019-12-11,55,-472,0,0
2019-12-12,54,-467,0,0
2019-12-16,51,-433,8.94311171837359e-05,-0.013393057336438
2019-12-17,50,-503,0,0
2019-12-18,48,-482,0,0
2019-12-19,46,-538,0,0
2019-12-20,43,-721,0,-0.0135748690910691
2019-12-23,43,-627,0.000144226886448884,0
2019-12-24,43,-633,0,0
2019-12-27,43,-591,0,0.00907035696996417
2019-12-30,43,-522,0.00133839438618111,0
2019-12-31,43,-417,0,0
2020-01-02,42,-317,0,0
2020-01-03,41,-197,0,-0.00907035696996417
2020-01-06,41,-240,-0.00133647150154648,0
2020-01-07,41,-242,0,0
2020-01-08,41,-201,0,0
2020-01-09,44,-242,0,0
2020-01-10,44,-250,0,0.0851113194162849
2020-01-13,45,-259,4.90323089366029e-05,0
2020-01-14,45,-370,0,0
2020-01-15,46,-332,0,0
2020-01-16,47,-441,0,0
2020-01-17,47,-385,0,0.12565526894819
2020-01-20,47,-272,3.94163875121478e-05,0
2020-01-21,47,-290,0,0
2020-01-22,47,-219,0,0
2020-02-03,47,-227,-0.00365694858610066,0.278414165520999
2020-02-04,47,-118,0,0
2020-02-05,47,-168,0,0
2020-02-06,47,-209,0,0
2020-02-07,45,-266,0,0.0329700192375699
2020-02-10,45,-229,0.00249399277768436,0
2020-02-11,45,-283,0,0
2020-02-12,45,-366,0,0
2020-02-13,48,-382,0,0
2020-02-14,48,-293,0,0.00807541400554523
2020-02-17,52.5,-399,0.00164255760395804,0
2020-02-18,52.5,-314,0,0
2020-02-19,52.5,-311,0,0
2020-02-20,50.5,-283,0,0
2020-02-21,50.5,-272,0,0.0133157759757725
2020-02-24,50.5,-279,-0.000284465495100861,0
2020-02-25,52.5,-265,0,0
2020-02-26,54.5,-262,0,0
2020-02-27,54.5,-252,0,0
2020-02-28,54.5,-297,0,0.00527705710084359
2020-03-02,54.5,-308,-0.000203788545097616,0
2020-03-03,56.5,-461,0,0
2020-03-04,56.5,-350,0,0
2020-03-05,56.5,-393,0,0
2020-03-06,56.5,-272,0,-0.0499092111216122
2020-03-09,61.5,-252,0.000406574595458231,0
2020-03-10,60.5,-289,0,0
2020-03-11,60.5,-363,0,0
2020-03-12,60.5,-218,0,0
2020-03-13,59.5,-298,0,-0.0423792229688611
2020-03-16,59.5,-326,-0.000581558275310812,0
2020-03-17,59.5,-306,0,0
2020-03-18,59,-218,0,0
2020-03-19,59,-167,0,0
2020-03-23,59,-238,0.000534469446069608,-0.0322608622182217
2020-03-24,59,-382,0,0
2020-03-25,59,-366,0,0
2020-03-26,60,-359,0,0
2020-03-27,60,-171,0,-0.0333364202675916
2020-03-30,61,-78,-0.000395056891887791,0
2020-03-31,62,-5,0,0
2020-04-01,63,-48,0,0
2020-04-02,65.5,58,0,0
2020-04-03,67,56,0,-0.0554377885569477
2020-04-07,74,83,1.05753316930191e-05,0
2020-04-08,74,104,0,0
2020-04-09,76,28,0,0
2020-04-14,78.5,22,-0.000321155392930983,-0.0364882932631367
2020-04-15,78,-11,0,0
2020-04-16,78,138,0,0
2020-04-17,80,-61,0,-0.0308772385644391
2020-04-20,80,122,0.000454779495072444,0
2020-04-21,81.5,85,0,0
2020-04-22,81.5,200,0,0
2020-04-23,83,237,0,0
2020-04-24,85,239,0,-0.0536801494636241
2020-04-27,85,228,-0.000773152046544823,0
2020-04-28,85,183,0,0
2020-04-29,85,206,0,0
2020-04-30,85,213,0,-0.108633841002795
2020-05-06,89.5,422,-0.000131803197813696,0
2020-05-07,94,386,0,0
2020-05-11,97.5,536,0.000641535243681268,-0.0722182078117992
2020-05-12,97.5,447,0,0
2020-05-13,101.5,466,0,0
2020-05-14,102.5,466,0,0
2020-05-15,102.5,392,0,-0.121645109422327
2020-05-18,102.5,379,6.05735158352161e-05,0
2020-05-19,102.5,249,0,0
2020-05-20,102.5,235,0,0
2020-05-21,97.5,2,0,0
2020-05-22,93.5,19,0,-0.05628083589859
2020-05-26,90.5,166,-0.000867608907112682,0
2020-05-27,87.5,157,0,0
2020-05-28,84.5,201,0,0
2020-05-29,83,144,0,-0.0430173850836906
2020-06-01,82.5,83,-0.000483186189121021,0
2020-06-02,82.5,134,0,0
2020-06-03,80.5,9,0,0
2020-06-04,80,-118,0,0
2020-06-05,76.5,-46,0,-0.00550965581096952
2020-06-08,73,-146,-0.000607682921864416,0
2020-06-09,71.5,-161,0,0
2020-06-10,68.5,-103,0,0
2020-06-11,68.5,-136,0,0
2020-06-12,67,-12,0,0.0948077934586666
2020-06-15,68,158,-0.000244718324649895,0
2020-06-16,72,83,0,0
2020-06-17,80,359,0,0
2020-06-18,87.5,308,0,0
2020-06-19,88.5,183,0,0.0632814499475201
2020-06-22,94,267,0.000681979114332876,0
2020-06-23,94,147,0,0
2020-06-24,92.5,40,0,-0.0238674814066435
2020-06-29,91,30,0.000208931585294891,0
2020-06-30,87.5,86,0,0
2020-07-01,86,-95,0,0
2020-07-02,84,-87,0,0
2020-07-03,84,-37,0,-0.0394139685408765
2020-07-06,81.5,-153,0.000461035528594778,0
